StudentID,Name,Gender,DOB,Age,State,District,City,PinCode,Caste,Category,Medium,SchoolID,SchoolName,SchoolType,SchoolBoard,Class,Section,Stream,FatherName,MotherName,ParentEducationLevel,ParentOccupation,FamilyIncome,Math,Science,English,SocialScience,Hindi,Computer,GK,Sanskrit,EVS,Art,Total,Percentage,AttendancePercent,DisciplinaryNotes,ExtracurricularScore
S1104,Student_104,Female,10-03-2009,15,Maharashtra,District A,City Z,187980,SC,Rural,Hindi,Sch104,School_4,Govt,CBSE,7,C,Science,Father_104,Mother_104,PG,Farmer,10615,66,67,77,47,84,65,96,58,58,98,716,71.6,74.52,No,2
S1105,Student_105,Female,27-12-2006,18,Karnataka,District A,City Y,469738,OBC,Urban,Regional,Sch105,School_5,Govt,ICSE,10,B,Commerce,Father_105,Mother_105,None,Business,42083,36,33,97,78,57,80,82,61,95,39,658,65.8,53.71,No,8
S1106,Student_106,Female,31-03-2009,15,Delhi,District A,City Z,576813,OBC,Urban,Regional,Sch106,School_6,Govt,CBSE,7,A,Science,Father_106,Mother_106,Primary,Business,73319,34,91,56,75,70,46,48,91,82,57,650,65,51.74,No,8
S1107,Student_107,Female,08-08-2009,15,Bihar,District C,City Y,889313,ST,Rural,English,Sch107,School_7,Private,State,11,B,Science,Father_107,Mother_107,None,Engineer,14605,80,39,56,58,38,90,55,74,48,32,570,57,73.44,No,8
S1108,Student_108,Female,11-07-2009,15,Bihar,District B,City Z,392007,GEN,Urban,Regional,Sch108,School_8,Govt,CBSE,7,A,Commerce,Father_108,Mother_108,None,Teacher,49608,37,64,92,99,58,42,83,78,95,77,725,72.5,69.93,Yes,2
S1109,Student_109,Male,03-03-2004,20,Maharashtra,District B,City Y,866722,GEN,Rural,English,Sch109,School_9,Govt,CBSE,9,A,Science,Father_109,Mother_109,Graduate,Teacher,24192,85,52,81,79,67,94,80,62,81,95,776,77.6,56.84,No,9
S1110,Student_110,Female,14-03-2006,18,West Bengal,District B,City Z,498838,SC,Urban,Regional,Sch110,School_10,Govt,State,6,A,Science,Father_110,Mother_110,PG,Engineer,8331,40,94,76,84,91,77,54,33,60,64,673,67.3,84.38,Yes,7
S1111,Student_111,Male,10-06-2006,18,Rajasthan,District B,City X,615956,ST,Rural,Hindi,Sch111,School_11,Private,ICSE,11,B,Arts,Father_111,Mother_111,None,Farmer,56330,51,54,50,56,83,99,46,47,89,81,656,65.6,99.65,Yes,5
S1112,Student_112,Female,17-06-2008,16,Karnataka,District A,City Y,576384,GEN,Urban,English,Sch112,School_12,Private,ICSE,8,C,Commerce,Father_112,Mother_112,None,Teacher,54949,40,82,86,36,81,76,90,99,97,91,778,77.8,69.78,No,7
S1113,Student_113,Female,30-03-2007,17,Tamil Nadu,District A,City Y,587063,ST,Rural,Regional,Sch113,School_13,Private,State,6,A,Science,Father_113,Mother_113,Primary,Teacher,73382,89,46,71,70,63,39,75,93,59,81,686,68.6,81.23,Yes,8
S1114,Student_114,Male,25-06-2009,15,Rajasthan,District C,City X,826546,GEN,Rural,Hindi,Sch114,School_14,Govt,State,6,A,Science,Father_114,Mother_114,PG,Farmer,42586,44,86,77,40,66,86,84,57,42,76,658,65.8,98.15,Yes,9
S1115,Student_115,Female,26-09-2005,19,Rajasthan,District C,City Z,931633,ST,Urban,Regional,Sch115,School_15,Govt,ICSE,7,A,Science,Father_115,Mother_115,PG,Laborer,57243,67,49,56,34,78,42,79,87,44,83,619,61.9,91.58,No,2
S1116,Student_116,Male,14-03-2007,17,Maharashtra,District B,City Y,351839,SC,Rural,Hindi,Sch116,School_16,Govt,CBSE,9,C,Science,Father_116,Mother_116,None,Laborer,63618,30,54,62,95,71,90,40,85,49,57,633,63.3,73.18,Yes,6
S1117,Student_117,Female,02-09-2007,17,Maharashtra,District A,City Y,421395,OBC,Rural,Hindi,Sch117,School_17,Private,State,6,B,Arts,Father_117,Mother_117,PG,Engineer,83311,75,71,64,85,43,87,41,49,63,52,630,63,86.87,No,9
S1118,Student_118,Female,18-03-2006,18,West Bengal,District B,City Z,696860,SC,Rural,Regional,Sch118,School_18,Private,CBSE,10,B,Arts,Father_118,Mother_118,Primary,Business,12549,72,74,45,41,62,97,69,63,49,64,636,63.6,56.41,Yes,6
S1119,Student_119,Male,08-06-2007,17,Bihar,District C,City X,663543,GEN,Rural,Regional,Sch119,School_19,Govt,State,10,B,Arts,Father_119,Mother_119,Primary,Teacher,57494,51,60,65,71,46,58,77,39,79,61,607,60.7,75.61,No,2
S1120,Student_120,Female,20-11-2009,15,Maharashtra,District C,City Z,687500,SC,Urban,Hindi,Sch100,School_0,Govt,ICSE,6,B,Arts,Father_120,Mother_120,Primary,Teacher,92973,32,94,95,39,61,45,85,51,56,31,589,58.9,63.95,Yes,1
S1121,Student_121,Male,08-04-2009,15,Maharashtra,District B,City Z,936642,OBC,Rural,Hindi,Sch101,School_1,Private,CBSE,7,A,Commerce,Father_121,Mother_121,Graduate,Engineer,28958,43,81,85,57,97,92,37,34,59,45,630,63,58.06,No,3
S1122,Student_122,Female,11-04-2004,20,Maharashtra,District C,City Z,487773,SC,Urban,Hindi,Sch102,School_2,Govt,CBSE,7,C,Science,Father_122,Mother_122,None,Engineer,94779,31,50,46,36,68,76,43,73,85,45,553,55.3,71.31,Yes,5
S1123,Student_123,Male,12-05-2009,15,West Bengal,District B,City Y,122499,GEN,Urban,English,Sch103,School_3,Govt,State,8,A,Arts,Father_123,Mother_123,PG,Teacher,99520,90,59,49,43,39,72,85,38,94,80,649,64.9,56.55,No,7
S1124,Student_124,Male,12-04-2009,15,Bihar,District A,City X,726840,GEN,Urban,Hindi,Sch104,School_4,Govt,CBSE,11,C,Science,Father_124,Mother_124,Primary,Farmer,42538,61,32,37,98,53,52,83,72,84,96,668,66.8,84.95,Yes,10
S1125,Student_125,Female,19-01-2006,18,Tamil Nadu,District B,City X,544844,SC,Urban,English,Sch105,School_5,Private,State,11,B,Commerce,Father_125,Mother_125,None,Farmer,10833,67,99,47,90,87,59,46,33,53,83,664,66.4,72.81,Yes,10
S1126,Student_126,Female,23-03-2009,15,Tamil Nadu,District A,City Z,685648,OBC,Rural,Hindi,Sch106,School_6,Govt,ICSE,11,C,Science,Father_126,Mother_126,None,Business,28386,75,72,47,80,98,86,74,71,54,49,706,70.6,76.56,No,3
S1127,Student_127,Male,05-10-2004,20,Delhi,District A,City Y,497819,SC,Rural,English,Sch107,School_7,Govt,CBSE,9,A,Science,Father_127,Mother_127,Graduate,Teacher,76778,71,58,47,71,93,59,34,94,82,62,671,67.1,57.32,Yes,9
S1128,Student_128,Female,05-12-2005,19,Delhi,District C,City Z,586525,OBC,Urban,Hindi,Sch108,School_8,Govt,State,7,A,Arts,Father_128,Mother_128,PG,Teacher,99240,35,32,31,37,48,96,32,70,40,37,458,45.8,56.99,No,10
S1129,Student_129,Female,31-12-2006,18,Maharashtra,District C,City Y,971905,ST,Rural,Hindi,Sch109,School_9,Govt,CBSE,8,B,Arts,Father_129,Mother_129,PG,Teacher,29832,70,87,80,79,37,85,38,93,89,53,711,71.1,79.17,Yes,4
S1130,Student_130,Female,27-11-2005,19,Delhi,District C,City Y,243704,OBC,Urban,Hindi,Sch110,School_10,Private,State,10,A,Commerce,Father_130,Mother_130,Primary,Teacher,82857,54,62,39,30,69,53,49,84,76,82,598,59.8,99.25,Yes,10
S1131,Student_131,Male,09-05-2006,18,Bihar,District B,City Y,785967,ST,Rural,Regional,Sch111,School_11,Private,State,11,A,Science,Father_131,Mother_131,Primary,Engineer,43930,40,74,43,98,42,37,50,47,54,93,578,57.8,54.81,No,2
S1132,Student_132,Male,09-12-2008,16,West Bengal,District B,City Y,191873,SC,Rural,Regional,Sch112,School_12,Private,State,10,C,Arts,Father_132,Mother_132,None,Laborer,37407,70,98,55,40,56,73,62,45,54,87,640,64,64.29,Yes,3
S1133,Student_133,Male,06-11-2007,17,Tamil Nadu,District C,City X,165756,OBC,Rural,Hindi,Sch113,School_13,Govt,ICSE,10,A,Arts,Father_133,Mother_133,PG,Teacher,9073,86,61,76,77,31,63,34,75,46,66,615,61.5,93.47,No,5
S1134,Student_134,Male,29-03-2008,16,Rajasthan,District B,City Y,540210,ST,Urban,English,Sch114,School_14,Private,CBSE,6,B,Arts,Father_134,Mother_134,PG,Laborer,22667,75,81,59,39,45,64,53,65,41,41,563,56.3,53.61,Yes,3
S1135,Student_135,Male,01-08-2009,15,Tamil Nadu,District C,City Y,294454,ST,Urban,English,Sch115,School_15,Govt,ICSE,9,B,Commerce,Father_135,Mother_135,Primary,Farmer,21035,77,93,85,44,43,79,92,95,81,33,722,72.2,93.79,Yes,5
S1136,Student_136,Male,23-05-2005,19,Tamil Nadu,District B,City Z,418488,ST,Rural,Hindi,Sch116,School_16,Private,State,8,A,Science,Father_136,Mother_136,Secondary,Business,11732,92,69,71,76,46,46,55,73,40,60,628,62.8,76.21,Yes,4
S1137,Student_137,Male,06-03-2009,15,Bihar,District A,City Z,546991,GEN,Urban,Regional,Sch117,School_17,Govt,State,9,B,Arts,Father_137,Mother_137,None,Farmer,60097,68,42,33,54,89,31,62,34,39,67,519,51.9,70.41,Yes,10
S1138,Student_138,Male,17-03-2007,17,Delhi,District A,City X,500565,SC,Urban,English,Sch118,School_18,Private,ICSE,6,C,Science,Father_138,Mother_138,PG,Teacher,8487,39,58,40,35,99,83,47,58,89,66,614,61.4,65.48,No,3
S1139,Student_139,Male,18-07-2006,18,Rajasthan,District C,City Z,957586,ST,Rural,Regional,Sch119,School_19,Private,ICSE,8,C,Commerce,Father_139,Mother_139,Graduate,Farmer,62702,99,92,53,40,46,73,47,33,83,43,609,60.9,64.86,No,6
S1140,Student_140,Female,23-05-2007,17,Bihar,District B,City Y,651752,OBC,Urban,English,Sch100,School_0,Private,CBSE,8,A,Science,Father_140,Mother_140,Graduate,Engineer,99961,94,55,96,46,74,78,67,78,92,53,733,73.3,65.29,Yes,8
S1141,Student_141,Male,11-11-2004,20,Maharashtra,District B,City Z,535840,ST,Rural,Hindi,Sch101,School_1,Govt,State,7,A,Arts,Father_141,Mother_141,Secondary,Laborer,90107,88,88,66,44,67,31,62,37,49,39,571,57.1,94.24,Yes,4
S1142,Student_142,Female,03-04-2007,17,West Bengal,District A,City X,221897,GEN,Rural,Regional,Sch102,School_2,Govt,ICSE,9,C,Science,Father_142,Mother_142,Primary,Teacher,34075,65,78,31,45,93,99,56,81,34,67,649,64.9,86.19,No,9
S1143,Student_143,Female,31-10-2004,20,Uttar Pradesh,District A,City Z,620082,SC,Rural,English,Sch103,School_3,Govt,State,9,B,Science,Father_143,Mother_143,Primary,Engineer,76031,56,82,41,85,35,38,78,98,70,72,655,65.5,83.49,Yes,6
S1144,Student_144,Female,12-08-2007,17,Tamil Nadu,District C,City Z,399488,GEN,Urban,Hindi,Sch104,School_4,Private,State,7,A,Commerce,Father_144,Mother_144,Primary,Laborer,89217,84,60,50,95,89,30,79,50,92,66,695,69.5,89.94,No,5
S1145,Student_145,Male,17-10-2004,20,Uttar Pradesh,District A,City X,183791,GEN,Rural,Hindi,Sch105,School_5,Govt,CBSE,10,A,Commerce,Father_145,Mother_145,Graduate,Engineer,19781,99,41,98,65,78,98,44,56,85,71,735,73.5,62.86,Yes,3
S1146,Student_146,Male,12-04-2005,19,West Bengal,District C,City X,779659,GEN,Rural,Hindi,Sch106,School_6,Govt,CBSE,6,B,Science,Father_146,Mother_146,Primary,Farmer,44865,82,87,93,67,50,38,81,67,61,61,687,68.7,80.9,Yes,5
S1147,Student_147,Male,24-09-2009,15,West Bengal,District A,City Y,803335,OBC,Urban,Regional,Sch107,School_7,Govt,CBSE,9,A,Science,Father_147,Mother_147,Graduate,Teacher,13469,89,65,97,32,52,43,97,34,56,43,608,60.8,73,No,5
S1148,Student_148,Male,21-12-2009,15,Bihar,District A,City Z,232534,SC,Urban,Regional,Sch108,School_8,Govt,ICSE,7,B,Science,Father_148,Mother_148,Secondary,Farmer,50167,90,39,72,47,86,56,48,90,97,33,658,65.8,89.12,Yes,4
S1149,Student_149,Female,19-04-2008,16,Bihar,District B,City Y,181441,SC,Urban,Hindi,Sch109,School_9,Govt,State,8,B,Commerce,Father_149,Mother_149,None,Business,86738,65,35,83,83,93,38,54,37,77,53,618,61.8,65.46,No,6
S1150,Student_150,Male,26-11-2009,15,Bihar,District A,City Z,976888,OBC,Urban,Regional,Sch110,School_10,Govt,ICSE,11,B,Commerce,Father_150,Mother_150,PG,Teacher,24928,56,36,91,46,58,65,54,47,36,39,528,52.8,82.16,No,3
S1151,Student_151,Male,22-09-2006,18,Uttar Pradesh,District A,City Z,968220,SC,Rural,English,Sch111,School_11,Private,ICSE,7,B,Science,Father_151,Mother_151,Secondary,Farmer,81521,70,60,41,42,56,32,62,33,75,45,516,51.6,94.11,No,10
S1152,Student_152,Male,03-01-2007,18,Bihar,District C,City Y,337612,GEN,Urban,Hindi,Sch112,School_12,Private,CBSE,11,B,Commerce,Father_152,Mother_152,Graduate,Teacher,44599,57,32,30,92,35,52,89,33,47,68,535,53.5,70.11,No,1
S1153,Student_153,Male,25-03-2008,16,West Bengal,District A,City Z,533797,SC,Urban,Hindi,Sch113,School_13,Govt,State,10,C,Arts,Father_153,Mother_153,Secondary,Laborer,21775,45,76,62,43,50,59,66,66,67,47,581,58.1,53.33,No,7
S1154,Student_154,Male,09-10-2006,18,Maharashtra,District C,City Z,331444,OBC,Urban,Regional,Sch114,School_14,Private,State,6,B,Commerce,Father_154,Mother_154,PG,Teacher,71504,64,30,93,88,70,48,72,44,94,54,657,65.7,75.8,No,7
S1155,Student_155,Female,24-11-2006,18,Bihar,District A,City Z,900607,GEN,Urban,Hindi,Sch115,School_15,Private,CBSE,11,C,Commerce,Father_155,Mother_155,None,Teacher,80918,65,74,97,65,34,96,38,67,46,36,618,61.8,67.3,Yes,4
S1156,Student_156,Male,30-10-2004,20,Karnataka,District A,City X,237263,OBC,Rural,English,Sch116,School_16,Govt,State,10,B,Commerce,Father_156,Mother_156,PG,Laborer,75687,85,83,43,47,44,79,43,56,67,85,632,63.2,83.61,No,9
S1157,Student_157,Female,27-04-2009,15,Delhi,District C,City Y,445578,ST,Urban,Regional,Sch117,School_17,Govt,CBSE,11,A,Arts,Father_157,Mother_157,Graduate,Farmer,31804,48,79,43,34,50,77,32,77,92,76,608,60.8,97.55,No,2
S1158,Student_158,Male,09-08-2005,19,Uttar Pradesh,District B,City X,708806,GEN,Rural,Regional,Sch118,School_18,Private,ICSE,8,C,Arts,Father_158,Mother_158,PG,Teacher,37259,86,36,38,43,87,32,98,75,71,32,598,59.8,74.28,Yes,1
S1159,Student_159,Female,03-06-2005,19,Karnataka,District C,City Y,835518,GEN,Urban,Hindi,Sch119,School_19,Govt,ICSE,8,A,Arts,Father_159,Mother_159,Secondary,Engineer,91284,62,92,55,54,33,95,85,75,37,30,618,61.8,73.31,No,3
S1160,Student_160,Male,01-06-2008,16,Bihar,District C,City Y,952969,SC,Rural,Hindi,Sch100,School_0,Private,CBSE,8,B,Science,Father_160,Mother_160,Primary,Teacher,90227,52,44,78,73,98,56,55,77,59,62,654,65.4,82.73,Yes,7
S1161,Student_161,Male,12-01-2005,19,West Bengal,District C,City Z,147645,GEN,Rural,Hindi,Sch101,School_1,Private,ICSE,8,B,Science,Father_161,Mother_161,Secondary,Farmer,48560,92,96,46,68,36,69,82,88,93,88,758,75.8,55.17,No,9
S1162,Student_162,Female,13-05-2007,17,Maharashtra,District B,City Y,339608,OBC,Urban,Regional,Sch102,School_2,Private,ICSE,7,A,Arts,Father_162,Mother_162,Graduate,Laborer,32256,99,59,97,41,64,47,70,33,38,61,609,60.9,62.68,No,2
S1163,Student_163,Female,31-10-2005,19,Tamil Nadu,District A,City X,647571,SC,Rural,Hindi,Sch103,School_3,Govt,CBSE,8,B,Science,Father_163,Mother_163,None,Farmer,11125,51,97,89,90,65,56,50,48,86,46,678,67.8,95.95,No,6
S1164,Student_164,Female,19-10-2008,16,Rajasthan,District C,City X,616369,ST,Urban,English,Sch104,School_4,Private,ICSE,8,A,Science,Father_164,Mother_164,PG,Business,9370,96,65,32,91,44,40,68,86,88,46,656,65.6,83.5,Yes,3
S1165,Student_165,Male,27-10-2005,19,Delhi,District C,City X,449115,OBC,Rural,Hindi,Sch105,School_5,Govt,State,7,B,Science,Father_165,Mother_165,None,Teacher,9838,88,96,54,82,31,68,52,48,96,50,665,66.5,50.67,Yes,5
S1166,Student_166,Female,16-08-2007,17,Rajasthan,District B,City Y,979191,ST,Rural,Hindi,Sch106,School_6,Govt,ICSE,8,B,Arts,Father_166,Mother_166,Graduate,Teacher,62429,54,34,50,82,86,48,87,71,34,84,630,63,60.23,No,9
S1167,Student_167,Male,27-09-2004,20,Bihar,District C,City X,814483,ST,Rural,Regional,Sch107,School_7,Govt,CBSE,10,C,Commerce,Father_167,Mother_167,PG,Laborer,8134,46,54,41,57,34,36,98,34,33,35,468,46.8,84.14,No,3
S1168,Student_168,Male,12-02-2008,16,Delhi,District A,City Y,202780,ST,Urban,Hindi,Sch108,School_8,Govt,State,10,A,Arts,Father_168,Mother_168,Secondary,Teacher,48199,68,40,83,64,61,86,58,77,37,78,652,65.2,88.22,Yes,1
S1169,Student_169,Female,08-12-2004,20,Delhi,District B,City X,523240,GEN,Rural,Regional,Sch109,School_9,Govt,State,9,B,Arts,Father_169,Mother_169,Secondary,Engineer,82092,68,95,30,94,70,31,91,54,71,55,659,65.9,91.99,Yes,5
S1170,Student_170,Female,21-11-2004,20,Maharashtra,District A,City X,542846,OBC,Urban,Hindi,Sch110,School_10,Private,ICSE,10,A,Science,Father_170,Mother_170,Graduate,Engineer,38822,53,57,30,32,71,67,82,96,64,61,613,61.3,64.61,Yes,1
S1171,Student_171,Male,28-10-2004,20,Delhi,District A,City Y,917166,OBC,Rural,English,Sch111,School_11,Govt,State,6,C,Science,Father_171,Mother_171,PG,Farmer,98513,67,89,74,72,94,34,74,55,42,73,674,67.4,96.55,No,8
S1172,Student_172,Male,30-12-2006,18,Uttar Pradesh,District B,City X,100515,GEN,Rural,English,Sch112,School_12,Govt,CBSE,6,A,Commerce,Father_172,Mother_172,Secondary,Laborer,25113,86,39,75,79,69,65,56,91,34,88,682,68.2,77.65,Yes,7
S1173,Student_173,Female,21-01-2009,15,Karnataka,District C,City Z,997214,SC,Rural,Regional,Sch113,School_13,Govt,State,6,C,Commerce,Father_173,Mother_173,Graduate,Business,68594,73,79,77,38,67,97,63,36,69,58,657,65.7,84.83,Yes,2
S1174,Student_174,Female,17-04-2006,18,Karnataka,District A,City Y,953159,ST,Rural,Regional,Sch114,School_14,Govt,ICSE,7,A,Commerce,Father_174,Mother_174,Graduate,Farmer,7669,65,68,36,65,71,86,43,73,48,46,601,60.1,79.84,Yes,9
S1175,Student_175,Female,02-12-2009,15,Karnataka,District A,City Y,853160,OBC,Rural,Hindi,Sch115,School_15,Govt,ICSE,10,A,Commerce,Father_175,Mother_175,None,Laborer,54427,99,66,39,52,66,49,70,56,33,47,577,57.7,56.14,Yes,5
S1176,Student_176,Male,29-10-2004,20,Uttar Pradesh,District A,City Y,995596,GEN,Rural,Hindi,Sch116,School_16,Private,State,6,C,Arts,Father_176,Mother_176,Secondary,Laborer,86617,74,92,44,79,85,34,89,71,88,69,725,72.5,98.16,Yes,7
S1177,Student_177,Male,26-04-2008,16,Rajasthan,District A,City Z,408360,ST,Urban,English,Sch117,School_17,Govt,CBSE,9,B,Commerce,Father_177,Mother_177,PG,Farmer,17938,55,90,69,84,84,53,71,85,47,92,730,73,56.14,Yes,4
S1178,Student_178,Male,04-05-2009,15,Maharashtra,District B,City Y,433977,SC,Urban,Hindi,Sch118,School_18,Govt,CBSE,7,B,Arts,Father_178,Mother_178,Secondary,Farmer,10717,40,67,40,41,83,59,80,32,53,74,569,56.9,62.74,Yes,1
S1179,Student_179,Male,08-10-2007,17,Delhi,District B,City X,683043,SC,Urban,English,Sch119,School_19,Private,ICSE,9,B,Science,Father_179,Mother_179,Secondary,Teacher,82818,81,62,85,61,51,57,40,42,60,32,571,57.1,90.68,No,8
S1180,Student_180,Male,19-10-2007,17,Uttar Pradesh,District A,City X,652144,ST,Rural,Regional,Sch100,School_0,Govt,ICSE,10,A,Commerce,Father_180,Mother_180,Secondary,Business,52659,54,74,75,53,56,82,64,99,87,32,676,67.6,80.93,Yes,1
S1181,Student_181,Male,22-07-2005,19,Karnataka,District C,City X,608175,SC,Urban,Hindi,Sch101,School_1,Private,CBSE,8,A,Science,Father_181,Mother_181,Graduate,Engineer,69575,60,73,74,96,76,80,48,88,57,67,719,71.9,91.91,No,3
S1182,Student_182,Female,20-02-2009,15,Bihar,District A,City Y,173870,OBC,Rural,Regional,Sch102,School_2,Private,State,9,B,Science,Father_182,Mother_182,Primary,Teacher,84737,74,30,42,56,67,36,94,67,38,69,573,57.3,75.79,No,6
S1183,Student_183,Male,27-09-2008,16,Tamil Nadu,District C,City X,237080,OBC,Urban,Hindi,Sch103,School_3,Private,State,8,A,Arts,Father_183,Mother_183,Primary,Laborer,21289,96,82,56,90,68,71,90,97,74,97,821,82.1,68.85,Yes,8
S1184,Student_184,Male,20-11-2006,18,Delhi,District A,City Y,894419,OBC,Urban,English,Sch104,School_4,Private,State,7,A,Commerce,Father_184,Mother_184,None,Business,29406,69,76,79,48,44,64,76,98,78,83,715,71.5,96.09,No,8
S1185,Student_185,Male,03-10-2004,20,Uttar Pradesh,District C,City X,196502,SC,Rural,Regional,Sch105,School_5,Govt,State,9,B,Arts,Father_185,Mother_185,Secondary,Business,17873,75,62,90,80,95,63,43,30,31,49,618,61.8,51.81,No,2
S1186,Student_186,Female,21-05-2005,19,West Bengal,District A,City Z,690611,OBC,Rural,Regional,Sch106,School_6,Govt,CBSE,9,C,Science,Father_186,Mother_186,Primary,Farmer,87048,83,96,42,93,90,83,96,79,35,44,741,74.1,92.81,Yes,9
S1187,Student_187,Male,02-10-2007,17,Uttar Pradesh,District C,City Z,532206,GEN,Urban,Hindi,Sch107,School_7,Private,ICSE,11,A,Commerce,Father_187,Mother_187,None,Business,99463,70,44,41,31,89,58,81,38,58,34,544,54.4,61.54,No,4
S1188,Student_188,Male,17-10-2006,18,Maharashtra,District A,City Z,896305,OBC,Urban,Regional,Sch108,School_8,Private,ICSE,7,A,Science,Father_188,Mother_188,Graduate,Business,28461,67,43,58,65,37,39,61,82,55,68,575,57.5,92.44,Yes,4
S1189,Student_189,Female,30-11-2006,18,Maharashtra,District A,City Z,837902,OBC,Urban,English,Sch109,School_9,Govt,State,7,A,Science,Father_189,Mother_189,Secondary,Laborer,25710,65,52,49,40,73,56,39,39,57,69,539,53.9,56.96,Yes,2
S1190,Student_190,Male,21-02-2004,20,Uttar Pradesh,District C,City Y,578977,SC,Urban,Regional,Sch110,School_10,Private,CBSE,6,A,Commerce,Father_190,Mother_190,PG,Teacher,90488,73,83,60,97,72,42,46,58,36,36,603,60.3,79.01,Yes,1
S1191,Student_191,Male,27-01-2009,15,Karnataka,District B,City X,791804,OBC,Rural,Regional,Sch111,School_11,Private,CBSE,10,C,Commerce,Father_191,Mother_191,Graduate,Business,18448,86,37,37,97,35,71,69,65,63,62,622,62.2,94.41,Yes,10
S1192,Student_192,Male,06-06-2007,17,Tamil Nadu,District C,City Z,528556,ST,Urban,Hindi,Sch112,School_12,Private,State,9,B,Commerce,Father_192,Mother_192,None,Farmer,20198,95,83,53,93,56,66,97,56,85,66,750,75,73.68,Yes,7
S1193,Student_193,Male,26-08-2008,16,Delhi,District B,City Y,729507,GEN,Rural,Regional,Sch113,School_13,Govt,State,9,A,Arts,Father_193,Mother_193,Graduate,Teacher,78158,59,65,68,30,74,90,92,47,39,61,625,62.5,87.33,Yes,10
S1194,Student_194,Male,05-06-2006,18,Maharashtra,District A,City Z,629321,SC,Rural,Hindi,Sch114,School_14,Private,State,7,B,Arts,Father_194,Mother_194,PG,Farmer,72938,39,81,62,55,52,50,44,47,86,72,588,58.8,90.23,Yes,3
S1195,Student_195,Female,17-10-2004,20,Delhi,District C,City Z,435468,GEN,Urban,Hindi,Sch115,School_15,Govt,ICSE,7,A,Science,Father_195,Mother_195,Graduate,Business,55799,90,35,71,40,42,32,68,38,76,92,584,58.4,86.82,No,4
S1196,Student_196,Female,15-05-2008,16,Karnataka,District C,City Y,902121,ST,Rural,Regional,Sch116,School_16,Govt,State,10,C,Commerce,Father_196,Mother_196,None,Teacher,99003,92,57,44,31,97,37,86,96,56,65,661,66.1,96.27,Yes,9
S1197,Student_197,Female,24-05-2009,15,Delhi,District C,City Y,734044,SC,Urban,English,Sch117,School_17,Govt,ICSE,7,B,Science,Father_197,Mother_197,PG,Business,39961,65,79,97,69,93,99,39,36,68,78,723,72.3,72.34,No,6
S1198,Student_198,Male,16-04-2007,17,Bihar,District B,City X,580350,SC,Rural,Hindi,Sch118,School_18,Private,CBSE,8,C,Science,Father_198,Mother_198,PG,Laborer,48007,83,67,94,33,54,46,46,87,51,54,615,61.5,58.66,Yes,1
S1199,Student_199,Male,07-06-2009,15,Maharashtra,District B,City X,596232,OBC,Rural,Regional,Sch119,School_19,Private,CBSE,8,A,Science,Father_199,Mother_199,Graduate,Teacher,70470,94,59,61,66,81,39,46,59,48,95,648,64.8,52.39,Yes,9
S1200,Student_200,Male,26-05-2006,18,Karnataka,District A,City Z,588455,GEN,Urban,Hindi,Sch100,School_0,Govt,ICSE,11,C,Science,Father_200,Mother_200,PG,Farmer,57256,33,83,40,90,77,42,45,90,38,38,576,57.6,62.32,Yes,9
S1201,Student_201,Female,02-01-2008,17,Karnataka,District B,City Z,362210,ST,Rural,English,Sch101,School_1,Govt,ICSE,8,C,Science,Father_201,Mother_201,Graduate,Laborer,25739,84,75,66,34,90,41,32,46,48,47,563,56.3,57.16,No,5
